GenreID,ArtistID
1,1
1,5
1,7
1,10
1,14
1,16
1,19
1,28
1,30
1,32
1,34
1,37
1,39
1,41
1,46
1,49
1,52
1,53
1,56
1,63
1,76
1,78
1,81
1,85
1,87
1,93
1,94
1,99
1,102
1,109
1,113
1,115
1,117
1,120
1,123
1,125
1,133
1,136
1,137
1,143
1,145
1,146
1,150
1,155
1,156
1,157
1,158
1,164
1,171
1,173
1,174
1,180
1,189
1,190
1,191
1,195
1,196
1,197
1,208
1,213
1,214
1,222
1,225
1,231
1,238
1,239
1,234
1,244
1,245
1,254
1,256
1,257
1,258
1,262
1,175
1,266
1,269
1,270
1,272
1,273
1,280
1,282
1,287
1,290
1,291
1,296
1,298
1,300
1,302
1,306
1,313
1,314
1,315
1,221
1,319
1,322
1,325
1,326
1,327
1,331
1,333
1,334
1,335
1,339
1,341
1,346
1,347
1,356
1,363
1,364
1,366
1,370
1,371
1,376
1,380
1,381
1,384
1,385
1,387
1,393
1,394
1,400
1,401
1,402
1,344
1,405
1,408
1,409
1,410
1,411
1,399
1,420
1,426
1,429
1,430
1,431
1,434
1,440
1,449
1,450
1,459
1,470
1,473
1,284
1,479
1,61
1,486
1,487
1,492
1,493
1,496
1,497
1,499
1,505
1,517
1,518
1,522
1,526
1,527
1,530
1,532
1,534
1,541
1,546
1,548
1,550
1,555
1,557
1,558
1,560
1,561
1,567
1,569
1,579
1,580
1,586
1,227
1,592
1,596
1,160
1,599
1,607
1,608
1,503
1,617
1,624
1,628
1,629
1,632
1,635
1,638
1,642
1,650
1,653
1,662
1,664
1,665
1,666
1,668
1,671
1,676
1,677
1,678
1,680
1,690
1,691
1,692
1,693
1,696
1,445
1,712
1,365
1,724
1,730
1,732
1,734
1,735
1,736
1,740
1,743
1,746
1,747
1,748
1,749
1,750
1,126
1,756
1,759
1,762
1,483
1,766
1,768
1,769
1,2
1,778
1,637
1,781
1,681
1,782
1,785
1,787
1,789
1,790
1,796
1,800
1,803
1,805
1,806
1,808
1,810
1,812
1,814
1,816
1,141
1,163
1,820
1,821
1,823
1,824
1,603
1,825
1,834
1,836
1,849
1,618
1,851
1,516
1,852
1,858
1,867
1,868
1,869
1,871
1,686
1,881
1,882
1,883
1,885
1,887
1,893
1,894
1,140
1,896
1,898
1,297
1,900
1,904
1,912
1,913
1,915
1,916
1,917
1,925
1,303
1,520
1,931
1,932
1,933
1,934
1,905
1,936
1,937
1,939
1,940
1,941
1,944
1,945
1,948
1,950
1,951
1,956
1,960
1,965
1,240
1,971
1,972
1,974
1,977
1,978
1,831
1,987
1,993
1,996
1,998
1,1002
1,1005
1,1008
1,1010
1,1013
1,1014
1,1025
1,1026
1,1032
1,1033
1,1034
1,1035
1,1036
1,1039
1,839
1,1052
1,1054
1,1056
1,292
1,1061
1,1065
1,670
1,1073
1,964
1,1077
1,1078
1,418
1,1085
1,606
1,1088
1,1091
1,1092
1,1047
1,1094
1,1096
1,1098
1,1099
1,506
1,1041
1,1103
1,1105
1,989
1,1109
1,1112
1,1068
1,482
1,595
1,1117
1,1122
1,1123
1,1125
1,1126
1,1093
1,1131
1,1132
1,1134
1,1135
1,1137
1,1140
1,1141
1,1145
1,1148
1,42
1,1154
1,1159
1,1161
1,1162
1,1165
1,1170
1,1172
1,1175
1,1182
1,1184
1,1191
1,1196
1,1197
1,1201
1,391
1,1207
1,1209
1,1211
1,1212
1,574
1,1214
1,1219
1,1221
1,1223
1,1227
1,1230
1,1236
1,1237
1,1080
1,1241
1,1248
1,1253
1,1255
1,1256
1,1257
1,1066
1,74
1,1269
1,1270
1,1271
1,1142
1,1290
1,1144
1,1296
1,1297
1,98
1,1181
1,1309
1,1313
1,1315
1,1319
1,1320
1,1323
1,1326
1,1327
1,1233
1,1331
1,1334
1,542
1,1341
1,1347
1,1348
1,1349
1,1351
1,1353
1,435
1,1354
1,260
1,21
1,903
1,1359
1,1361
1,1365
1,1366
1,1368
1,788
1,1371
1,1372
1,1373
1,1374
1,1383
1,1384
1,1389
1,1393
1,1396
1,1397
1,1403
1,1404
1,1410
1,1412
1,1413
1,1416
1,1386
1,1407
1,1419
1,1424
1,425
1,953
1,1429
1,1431
1,1434
1,1435
1,1356
1,706
1,64
1,1446
1,862
1,1453
1,1456
1,602
1,1458
1,1462
1,1342
1,1469
1,1472
1,1474
1,1479
1,1428
1,783
1,1484
1,1487
1,1496
1,1497
1,48
1,1021
1,1502
1,1504
1,1505
1,1380
1,1506
1,838
1,1511
1,1086
1,1517
1,1518
1,1519
1,1525
1,1526
1,1533
1,1537
1,286
1,1538
1,1539
1,1067
1,1541
1,54
1,1187
1,259
1,1552
1,969
1,1556
1,1560
1,1561
1,1562
1,1565
1,1566
1,89
1,1569
1,1571
1,892
1,1575
1,285
1,1576
1,636
1,169
1,1580
1,216
1,36
1,1581
1,1582
1,1590
1,1594
1,1598
1,1600
1,1589
1,1611
1,438
1,1605
1,1619
1,1622
1,535
1,1624
1,1626
1,1337
1,1631
1,1632
1,1635
1,1641
1,1644
1,1651
1,1653
1,1654
1,1293
1,1658
1,884
1,1663
1,582
1,1674
1,1679
1,1321
1,1436
1,1684
1,801
1,469
1,1689
1,1694
1,1701
1,1344
1,1704
1,1705
1,1707
1,1712
1,1665
1,888
1,412
1,1723
1,1725
1,165
1,1727
1,1129
1,1733
1,1734
1,1736
1,1737
1,1081
1,1744
1,1445
1,1757
1,1758
1,1759
1,204
1,1763
1,1764
1,886
1,1769
1,1133
1,1774
1,1778
1,1157
1,973
1,1783
1,1784
1,1785
1,731
1,1787
1,625
1,1790
1,134
1,1792
1,1793
1,1391
1,1794
1,1612
1,1800
1,745
1,1804
1,1809
1,1812
1,332
1,480
1,777
1,1072
1,1827
1,1478
1,305
1,82
1,1830
1,1834
1,1835
1,1493
1,491
1,1837
1,1838
1,1839
1,1843
1,1847
1,792
1,1859
1,1862
1,528
1,1194
1,1279
1,1863
1,3
1,92
1,1865
1,1867
1,1870
1,1873
1,1866
1,1875
1,1878
1,694
1,990
1,1880
1,1883
1,1886
1,1889
1,914
1,1894
1,1805
1,1895
1,1896
1,1898
1,1903
1,397
1,1398
1,1904
1,1213
1,1127
1,398
1,1910
1,1912
1,1914
1,1915
1,652
1,1917
1,755
1,1922
1,1923
1,55
1,1925
1,1927
1,954
1,1928
1,1930
1,1932
1,1934
1,1289
1,1939
1,1941
1,1943
1,1944
1,1949
1,1954
1,1963
1,1338
1,1971
1,1973
1,1974
1,73
1,433
1,1977
1,1978
1,1427
1,763
1,1982
1,798
1,669
1,1890
1,1994
1,1998
1,2000
1,2001
1,2003
1,2004
1,2005
1,2011
1,308
1,2013
1,2015
1,2016
1,1239
1,1520
1,2023
1,2026
1,2029
1,2031
1,2033
1,837
1,1820
1,2037
1,2038
1,2040
1,2041
1,2042
1,2043
1,2044
1,2048
1,2051
1,1630
1,2053
1,2054
1,2055
1,2058
1,2061
1,340
1,2068
1,2075
1,448
1,2077
1,2083
1,2088
1,697
1,2094
1,2096
1,1586
1,2100
1,2102
1,442
1,784
1,2105
1,1868
1,2116
1,1186
1,2118
1,2119
1,2120
1,2121
1,2127
1,946
1,633
1,1333
1,2134
1,255
1,2136
1,2137
1,138
1,2147
1,2148
1,2150
1,2152
1,2157
1,2158
1,2159
1,2164
1,2165
1,88
1,6
1,2090
1,2181
1,2187
1,2188
1,2191
1,1486
1,2198
1,1995
1,2199
1,1023
1,2201
1,2203
1,891
1,2210
1,2211
1,2212
1,2214
1,342
1,1885
1,2220
1,2223
1,2224
1,2226
1,377
1,1418
1,728
1,2231
1,2239
1,2240
1,2156
1,2245
1,2246
1,2247
1,2248
1,1661
1,2253
1,22
1,2259
1,2262
1,2263
1,1124
1,2216
1,198
1,1463
1,832
1,2268
1,656
1,2273
1,854
1,2274
1,958
1,2279
1,1979
1,2280
1,1128
1,2282
1,1892
1,1639
1,2087
1,703
1,2289
1,2290
1,1675
1,2292
1,2294
1,2295
1,2297
1,2050
1,2298
1,2205
1,33
1,35
1,2307
1,2309
1,2315
1,2317
1,957
1,663
1,2319
1,149
1,464
1,2320
1,571
1,2172
1,2325
1,1143
1,2326
1,2265
1,589
1,1947
1,2341
1,2342
1,2343
1,304
1,2349
1,1601
1,2350
1,1688
1,2355
1,2182
1,874
1,1160
1,2359
1,2360
1,2367
1,329
1,276
1,2373
1,2376
1,2380
1,2384
1,2012
1,661
1,906
1,1108
1,2392
1,976
1,2394
1,605
1,1796
1,2400
1,1801
1,767
1,2406
1,2407
1,1483
1,2408
1,511
1,2410
1,2411
1,1515
1,2417
1,2418
1,1609
1,2423
1,2424
1,436
1,2372
1,2180
1,2432
1,1542
1,2433
1,1498
1,1466
1,2435
1,2437
1,2440
1,2443
1,278
1,2448
1,2449
1,861
1,2450
1,2453
1,2457
1,1522
1,2464
1,2470
1,2472
1,1317
1,1652
1,1528
1,2477
1,2480
1,2482
1,1823
1,2488
1,1981
1,1408
1,2496
1,2189
1,2497
1,1620
1,1390
1,2502
1,538
1,2505
1,446
1,2511
1,1512
1,507
1,2514
1,207
1,682
2,1
2,2
2,4
2,5
2,8
2,9
2,10
2,11
2,12
2,14
2,15
2,16
2,17
2,19
2,21
2,22
2,23
2,24
2,25
2,26
2,28
2,29
2,30
2,31
2,32
2,33
2,36
2,37
2,39
2,40
2,41
2,43
2,45
2,46
2,47
2,48
2,49
2,50
2,51
2,52
2,54
2,56
2,57
2,58
2,59
2,61
2,62
2,65
2,66
2,68
2,69
2,70
2,71
2,73
2,75
2,76
2,77
2,79
2,80
2,81
2,82
2,83
2,84
2,85
2,86
2,87
2,88
2,89
2,90
2,91
2,93
2,94
2,95
2,102
2,106
2,109
2,110
2,111
2,113
2,115
2,116
2,117
2,118
2,119
2,120
2,123
2,125
2,127
2,128
2,129
2,130
2,131
2,133
2,134
2,137
2,138
2,140
2,141
2,143
2,144
2,145
2,146
2,147
2,148
2,149
2,150
2,153
2,154
2,155
2,156
2,157
2,158
2,160
2,161
2,162
2,164
2,168
2,169
2,170
2,171
2,172
2,173
2,174
2,176
2,178
2,179
2,180
2,181
2,182
2,184
2,151
2,186
2,189
2,191
2,192
2,195
2,196
2,197
2,199
2,200
2,203
2,205
2,207
2,208
2,210
2,212
2,213
2,214
2,216
2,217
2,218
2,222
2,223
2,224
2,225
2,226
2,227
2,229
2,230
2,231
2,232
2,233
2,234
2,235
2,236
2,238
2,240
2,243
2,244
2,245
2,247
2,248
2,249
2,250
2,251
2,253
2,254
2,255
2,256
2,257
2,258
2,260
2,261
2,262
2,263
2,264
2,265
2,266
2,267
2,269
2,270
2,272
2,274
2,275
2,277
2,278
2,279
2,280
2,281
2,283
2,284
2,285
2,287
2,289
2,293
2,294
2,296
2,298
2,299
2,300
2,301
2,302
2,303
2,304
2,305
2,306
2,307
2,308
2,310
2,313
2,314
2,315
2,316
2,221
2,317
2,319
2,320
2,321
2,322
2,323
2,325
2,327
2,328
2,329
2,330
2,331
2,332
2,333
2,334
2,336
2,337
2,339
2,340
2,344
2,345
2,346
2,348
2,349
2,350
2,351
2,352
2,354
2,355
2,356
2,357
2,358
2,360
2,361
2,362
2,363
2,364
2,365
2,366
2,367
2,368
2,370
2,371
2,372
2,373
2,374
2,377
2,378
2,380
2,381
2,382
2,383
2,384
2,386
2,193
2,389
2,390
2,391
2,393
2,394
2,397
2,398
2,399
2,400
2,401
2,404
2,405
2,406
2,408
2,410
2,413
2,415
2,416
2,418
2,421
2,422
2,426
2,428
2,429
2,430
2,431
2,432
2,433
2,435
2,436
2,438
2,63
2,439
2,440
2,441
2,442
2,443
2,445
2,446
2,447
2,448
2,452
2,453
2,242
2,455
2,456
2,457
2,459
2,460
2,461
2,462
2,463
2,465
2,466
2,467
2,468
2,469
2,473
2,474
2,475
2,478
2,479
2,480
2,482
2,487
2,488
2,491
2,209
2,492
2,495
2,385
2,498
2,499
2,500
2,502
2,503
2,504
2,505
2,506
2,507
2,508
2,509
2,510
2,513
2,514
2,515
2,516
2,517
2,518
2,520
2,521
2,522
2,523
2,524
2,525
2,528
2,531
2,532
2,533
2,537
2,539
2,540
2,541
2,542
2,544
2,545
2,547
2,548
2,549
2,550
2,552
2,554
2,555
2,556
2,557
2,558
2,559
2,561
2,563
2,564
2,567
2,568
2,569
2,570
2,571
2,572
2,573
2,574
2,575
2,576
2,578
2,579
2,470
2,582
2,583
2,584
2,585
2,586
2,587
2,588
2,589
2,590
2,592
2,594
2,596
2,597
2,598
2,599
2,600
2,601
2,602
2,603
2,67
2,604
2,606
2,608
2,511
2,237
2,610
2,612
2,613
2,615
2,616
2,617
2,618
2,621
2,623
2,624
2,627
2,628
2,629
2,375
2,630
2,631
2,632
2,633
2,634
2,635
2,637
2,638
2,309
2,639
2,643
2,646
2,647
2,649
2,650
2,652
2,653
2,655
2,656
2,194
2,657
2,659
2,660
2,662
2,607
2,664
2,665
2,668
2,669
2,670
2,671
2,672
2,673
2,674
2,675
2,676
2,677
2,678
2,402
2,679
2,680
2,681
2,682
2,683
2,687
2,688
2,690
2,692
2,693
2,694
2,695
2,696
2,698
2,700
2,705
2,706
2,707
2,708
2,709
2,710
2,712
2,714
2,715
2,716
2,718
2,720
2,198
2,723
2,724
2,725
2,728
2,729
2,730
2,732
2,733
2,734
2,735
2,736
2,738
2,739
2,740
